id,contact_id,reference_id,amount_due,as_of_date,age_days,age_bucket,entity_type
6a8f500e-0bdb-4fd4-85e6-523e585857b9,e99e6ca5-a4bb-4343-a635-49f04389ca2a,5fb14232-22c2-49d7-b15c-5caf6923a1f3,934500,2026-06-18,304,90+ Days,Customer
8f9ff646-c0ff-4fc5-95be-e1e033c71d96,2df9cb4d-3931-42d6-b71e-03529a9850cb,db6f5112-3e29-4b79-a362-6d0a803077d2,2700,2026-06-18,135,90+ Days,Customer
8273947c-bdb7-4548-a730-e7268d215af8,71be3019-2872-4e46-9e8f-941663554ca2,7678dd2b-bab3-4d0a-a31a-ae9d623f4b25,416030,2026-06-18,678,90+ Days,Customer
4bc4c05b-b306-4e24-a889-58966332d658,71be3019-2872-4e46-9e8f-941663554ca2,2e48ba8a-457a-4db1-b59d-677ba8f707e1,268500,2026-06-18,98,90+ Days,Customer
29b7a1dc-2264-48e8-a2ce-8ecfe418f25f,7278af2d-7018-4d13-bb4d-1b35f4307714,784e3c64-11ca-42d8-869e-c3856aabb029,1648000,2026-06-18,78,61-90 Days,Customer
462583f3-2e29-4044-b885-8b99ae7d3352,2df9cb4d-3931-42d6-b71e-03529a9850cb,a7c58bc4-de8b-4e69-9a0b-9df87a9ea311,2100,2026-06-18,66,61-90 Days,Customer
2a2e27ca-e0ad-4434-a747-f687d8212ae7,ee050b45-8c17-4d06-ba05-a7f64ed04dab,c97e41db-b2f8-4345-bae5-a21d3998d882,933750,2026-06-18,267,90+ Days,Customer
2c1cc18f-e37f-4524-9f2d-157699ec0429,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,ce302719-dd46-4703-b6c3-83bff900c816,929000,2026-06-18,693,90+ Days,Customer
eb92889c-3331-4f91-861d-cda95a4ba928,f3df996d-b48b-4239-8bf1-1e46b44fabd6,19419dbd-07aa-4920-ad88-0edf38837998,965000,2026-06-18,168,90+ Days,Customer
46dc24a6-1e7e-40ee-9860-6dc4b6853e3f,b077f4f7-954e-4c70-935a-84ea00d1f006,e48c2fd8-5d4e-44bc-801d-1143adc7a9c6,36750,2026-06-18,65,61-90 Days,Customer
f70ba62c-810d-4ba6-ab46-7ebb60f37b0a,46259c13-632d-449f-a96f-f1deab0e0046,bb4caa2d-e80f-400a-8595-5b378d1620b4,99000,2026-06-18,98,90+ Days,Customer
c8dd4b68-6055-47d9-9cca-bee1307d1417,f83e8351-57ae-4284-99c8-3d0905e11e48,4b3fe3de-6295-4fa1-98a6-c58bd2e6db48,289250,2026-06-18,76,61-90 Days,Customer
85791826-929d-448e-ab26-5749c963e287,2df9cb4d-3931-42d6-b71e-03529a9850cb,f8ec82e2-e11a-4255-a6c4-16c09c5861d9,3210,2026-06-18,384,90+ Days,Customer
9eee0cdf-839d-4c90-ae7c-e68475e80d3e,2df9cb4d-3931-42d6-b71e-03529a9850cb,68e6594a-410c-4b45-bee6-887e62d69904,3200,2026-06-18,491,90+ Days,Customer
de5050c3-536e-4bb8-9199-ae6b594a2aea,2df9cb4d-3931-42d6-b71e-03529a9850cb,4c8016ff-1969-4c4f-bb5e-3986bd5fc81c,3000,2026-06-18,546,90+ Days,Customer
ab9a0e3e-c962-4e2f-b3b7-b4842b2f2062,2df9cb4d-3931-42d6-b71e-03529a9850cb,e22011aa-2d32-4820-8adc-ac5a7c917ac0,2650,2026-06-18,156,90+ Days,Customer
b5f82a7e-50a7-4a6c-b9ab-af370c32380d,2df9cb4d-3931-42d6-b71e-03529a9850cb,d19e3fc0-5624-4045-8181-518ad2e95e4c,2400,2026-06-18,185,90+ Days,Customer
586dac2f-2ff5-414a-8cbf-f1d043cbc0ea,add3d1ff-35de-4335-a95b-9db45afafaaa,eef3cdd8-0103-4dff-83e2-3e8edcee0550,626500,2026-06-18,98,90+ Days,Customer
6fe38a3a-dc74-47f8-8ade-1406bcdf8729,87b2f8f3-29d2-49ad-9951-aacda4effe82,2403b377-4f44-4b66-bf83-813c3dbeeff1,185625,2026-06-18,76,61-90 Days,Customer
3eaff966-980c-4a30-a206-51147e2487ec,5d343860-55e6-4607-a4c7-2b9c642122b9,1e060ad4-87a0-4c43-bf80-38a08d929494,187500,2026-06-18,65,61-90 Days,Customer
cd9569e6-a0a9-4678-baaa-400c36fbee2a,4f0cd4d4-6997-4586-b94d-cfbfc15ccd92,91aca54a-d741-4e93-9865-c4ec67de40c7,953125,2026-06-18,601,90+ Days,Customer
9be1782e-1a6d-4258-bfe1-0c7db819b668,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,5a2a7e25-11f0-420a-80ca-4b21046646d5,975000,2026-06-18,679,90+ Days,Customer
27ce0c46-4add-4f03-9d7d-2f61b15b5c1f,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,d0bca169-0f66-4585-b901-aca07701e0ae,949000,2026-06-18,715,90+ Days,Customer
0beb051f-2b28-4251-bc42-91e497a96b6d,e99e6ca5-a4bb-4343-a635-49f04389ca2a,a56ce1d2-c6c9-4184-8077-c44e5e3d4304,947375,2026-06-18,311,90+ Days,Customer
2cfe8940-e54d-4eca-8de8-ea6c4407f6d5,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,8767ef72-3450-43b4-ad2c-29db2b93834f,968000,2026-06-18,700,90+ Days,Customer
0ed87cc1-a0dc-4bf0-80be-f31475452c30,2df9cb4d-3931-42d6-b71e-03529a9850cb,4d75ea34-1ad7-4e0e-bfde-f1551f645c7b,3100,2026-06-18,343,90+ Days,Customer
e9ad40ae-f21c-47ef-a39e-621bc02470c0,6e033f20-4870-4327-9719-a6300ec02ac8,043c6aa1-750d-40ff-a7f3-53964393bb2f,3000,2026-06-18,618,90+ Days,Customer
4c183f09-a4f0-4db1-9ac7-80c5e3c99b19,fdf56cc8-2c66-486d-ae8f-8f48c5a28b0c,7d19afe7-51f7-44c4-94c1-d32de78236b5,1800,2026-06-18,98,90+ Days,Customer
40220aae-26f7-4bfe-894a-a40c22a0a1f2,e363fd6a-6b4d-4a1e-bc25-3407c67f6af1,d720e2a6-e62e-4351-b0f7-1658984f11a1,310000,2026-06-18,76,61-90 Days,Customer
581d8e02-35b4-4e86-950d-8ef69910c54c,7f074738-5a84-4e01-9226-9a0acb1a86d8,f6ced2ed-f91f-47c0-9d07-00aff20822f5,1125900,2026-06-18,619,90+ Days,Customer
d3fef92c-ed86-45cc-a68f-3f21ffa83573,2df9cb4d-3931-42d6-b71e-03529a9850cb,74817902-4fc8-46d1-9e04-1fd5e9a085af,1450,2026-06-18,65,61-90 Days,Customer
310881a8-1952-44aa-ab93-aea22dbb98ea,2df9cb4d-3931-42d6-b71e-03529a9850cb,6b276333-d1d1-4e54-910e-f90679938c7d,3240,2026-06-18,497,90+ Days,Customer
4a71496f-471b-4cf4-8c0a-1afe24596e8b,fdf56cc8-2c66-486d-ae8f-8f48c5a28b0c,0f50e69c-b7ef-4315-bc8c-dfe6ab5c17ad,1470,2026-06-18,65,61-90 Days,Customer
83991d48-bf5c-498a-b3a0-492cd36e9177,831c411d-fe4b-4063-9964-7eff24d5feb3,5c5cd34b-6661-44b0-b8ab-8e147f5cbfc7,155000,2026-06-18,76,61-90 Days,Customer
846717e9-8dae-402d-9677-1af1445c8464,2df9cb4d-3931-42d6-b71e-03529a9850cb,604c8b9b-5bb2-4a66-98e8-d5eea849f058,2000,2026-06-18,457,90+ Days,Customer
2c9294e4-171b-4dfb-b207-10bf6a102cdc,7048623d-7a72-46d8-957d-95ee5ed6799c,b2d978ac-a07f-48ea-8e46-88a976446c1a,1980,2026-06-18,221,90+ Days,Customer
69a25aef-f47f-4fdd-b6e7-292d6e41c4f5,71be3019-2872-4e46-9e8f-941663554ca2,4f6db0c9-15ab-4a4c-834c-1e53befdebfa,937500,2026-06-18,590,90+ Days,Customer
0a9c3363-cbb8-4114-9330-cf211b98b21d,e0127f48-7045-4fdc-b308-c030eb515cc1,c025567c-1beb-469b-a6c2-e0d4278906ec,937500,2026-06-18,717,90+ Days,Customer
91b811de-28f7-4fdb-be8e-5c37e49957aa,e99e6ca5-a4bb-4343-a635-49f04389ca2a,af5ee605-86c9-46b1-868e-7f6ad6e25451,929687,2026-06-18,319,90+ Days,Customer
c2c80435-e52a-4948-961a-b6793f7a523b,b40a002d-568f-4cae-beb7-9546cfedd363,75f88cb7-982b-4bd1-a528-4e0b2e1a732b,931906,2026-06-18,212,90+ Days,Customer
cafd21d9-f58a-44e6-83e4-cc8ee4f28595,7278af2d-7018-4d13-bb4d-1b35f4307714,68e9cbd2-ac41-4a5f-8f33-5b8c04aad876,1648000,2026-06-18,136,90+ Days,Customer
d6efcb14-bacc-40d5-aa90-6d482e5ce4a2,56037025-414a-4a5f-8b0f-a21864528f78,e0c37438-9e2a-4fd4-858d-51ae7bc7f8a1,1590000,2026-06-18,386,90+ Days,Customer
5ea6e8e5-9448-4b13-b696-93181baaa969,56037025-414a-4a5f-8b0f-a21864528f78,15df807b-add9-43f6-89c8-cbb6e62369a3,1590000,2026-06-18,426,90+ Days,Customer
68c52924-3de2-4c5e-97ae-c0a2845a6537,71be3019-2872-4e46-9e8f-941663554ca2,85695ace-2368-44ea-be69-e9b650ee739f,1560000,2026-06-18,122,90+ Days,Customer
5403b30e-8bdc-4ddb-b861-5dac8a206046,ef173824-236e-4589-af6a-5bd7edb0e89f,75ad8a90-d20f-418c-81c6-8483d0238f6b,1507200,2026-06-18,139,90+ Days,Customer
d8a3e79a-6b87-4e35-98da-eb943226c4e0,7278af2d-7018-4d13-bb4d-1b35f4307714,79f20bde-aab6-4738-b650-034214bf55d2,1440000,2026-06-18,165,90+ Days,Customer
3c08298f-aad2-411a-afb1-fe8405584609,c6e017b2-c27d-4969-95de-8284a705a232,9f7d51ee-d94a-46b0-b89d-33561fcbace8,1425300,2026-06-18,149,90+ Days,Customer
851b89ed-57d3-4226-98a8-e4f7aa614956,ef173824-236e-4589-af6a-5bd7edb0e89f,8d66b979-af27-4ac9-ab9d-71a8b6e082bb,1419600,2026-06-18,195,90+ Days,Customer
cf7af3ea-5df0-4d81-a606-6dc7df6d6039,2df9cb4d-3931-42d6-b71e-03529a9850cb,84519627-71e0-4215-892b-3580fabdc1e4,1930,2026-06-18,171,90+ Days,Customer
01e5d041-bcd2-4e39-8693-2b2a26637aca,2df9cb4d-3931-42d6-b71e-03529a9850cb,c37606fc-5a06-4bd4-bb5e-c0619bcba52b,1930,2026-06-18,184,90+ Days,Customer
7d5d6ea7-df0a-4d0f-8c6e-ecef9691ed00,2df9cb4d-3931-42d6-b71e-03529a9850cb,d2bd2ac5-2747-4fbd-a2c1-9d5951113ab1,1900,2026-06-18,353,90+ Days,Customer
61a24bf4-67d7-4975-9f41-21b49fad8306,2df9cb4d-3931-42d6-b71e-03529a9850cb,df326190-3717-4bab-9717-a25767ad0a57,1900,2026-06-18,452,90+ Days,Customer
4cc42a0e-1813-4a4d-91db-8bf41ea16639,2df9cb4d-3931-42d6-b71e-03529a9850cb,32a025d9-9e71-44fd-a29f-c4569cd498ea,1850,2026-06-18,254,90+ Days,Customer
c4e9772b-8be7-44f8-881d-e1c8da6c3a71,2df9cb4d-3931-42d6-b71e-03529a9850cb,5a52edcf-dd41-4608-b260-c5d00e823d7d,1810,2026-06-18,181,90+ Days,Customer
b016c514-fe1f-4972-8b51-09e4f16ba282,2df9cb4d-3931-42d6-b71e-03529a9850cb,dc632da1-a272-476f-9874-8bfce67676a0,1800,2026-06-18,132,90+ Days,Customer
6d2f826f-ad99-4c05-8871-c7a46256aaf2,2df9cb4d-3931-42d6-b71e-03529a9850cb,95b29c09-6cf7-43d0-b252-7e5c55d6a0b0,1800,2026-06-18,135,90+ Days,Customer
4901762d-463c-49dd-bfff-ec2ab5b38566,2df9cb4d-3931-42d6-b71e-03529a9850cb,e86f312f-a7f7-4371-baa6-87d3b3676597,1800,2026-06-18,146,90+ Days,Customer
d387c1da-6738-461e-ae61-6fff7d1c7241,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,3cec5795-bb3a-4eeb-af2a-097060377f41,1840320,2026-06-18,716,90+ Days,Customer
8e9a572a-9cd7-4072-9393-f2d0c0befd6c,e99e6ca5-a4bb-4343-a635-49f04389ca2a,1f0e5d9a-3eee-4640-a945-f4d6dc6551b4,1177500,2026-06-18,178,90+ Days,Customer
1d23e726-445f-4bf0-85e9-08c42fb4830e,fdf56cc8-2c66-486d-ae8f-8f48c5a28b0c,33705015-623e-4cf3-9b64-2907b6177d8b,1470,2026-06-18,65,61-90 Days,Customer
7c39d777-b73e-4b5a-9551-8560cee9dc4f,f3df996d-b48b-4239-8bf1-1e46b44fabd6,a8d7c8a1-2143-45f1-90fb-4e47beddcb3b,1552500,2026-06-18,97,90+ Days,Customer
8a691617-4f9b-4817-89a6-51e6e64f6497,c6e017b2-c27d-4969-95de-8284a705a232,e9a827b3-78e2-47a5-bbcf-a6c73e5f2156,138000,2026-06-18,248,90+ Days,Customer
c33f44c5-b867-43ca-b91e-9671f993c163,f44a0530-a9a7-44dc-a935-1788e1ed642f,a5329cd7-5c4c-44d8-a755-cf3546328431,1122499,2026-06-18,483,90+ Days,Customer
ee5c5b20-8447-4083-8af5-c0e7061f9def,2df9cb4d-3931-42d6-b71e-03529a9850cb,ac061a6f-4c90-4b28-983e-45c642b70682,179000,2026-06-18,76,61-90 Days,Customer
62b03149-5f29-4057-8bc7-d07edc47b762,e99e6ca5-a4bb-4343-a635-49f04389ca2a,dfaabb5e-1401-4dbe-9f13-02fb97598da3,1365000,2026-06-18,276,90+ Days,Customer
e387b2d8-0214-430c-8d62-6bfbdc3b8865,99654bf2-99d2-4963-a48f-35d1eacc4352,22ce409c-2b8f-4354-8e25-8eb94d05da93,1252500,2026-06-18,202,90+ Days,Customer
9feda04e-3cd7-424f-8f4c-e399dbbf3a20,99654bf2-99d2-4963-a48f-35d1eacc4352,67397408-b839-4d6e-9776-64f079cc910d,1170400,2026-06-18,198,90+ Days,Customer
e81421f7-42eb-4a39-be82-23010d9311cb,42d252ce-09ff-4009-912a-ee9ecb4bac8b,fe7bd52e-2375-44c2-91e1-2316076beda0,1125000,2026-06-18,529,90+ Days,Customer
7f2d2979-2bcf-46a6-944a-c552aa66ca2f,ee050b45-8c17-4d06-ba05-a7f64ed04dab,d2e244dc-1b84-4c64-9e56-bc27cfcd6834,1114999,2026-06-18,574,90+ Days,Customer
433de953-1030-49a5-a647-9aaa9a8b7e61,71be3019-2872-4e46-9e8f-941663554ca2,bda7623e-0053-4941-b8dd-24dc6d48ae96,1110000,2026-06-18,581,90+ Days,Customer
7d14b19a-6b4d-4711-8d33-137a55ca1e52,cf35118b-bee6-44e5-8011-470d64b8d0fc,668b0602-2ffd-41ee-9eb1-46007cfa7caf,1106250,2026-06-18,245,90+ Days,Customer
ac4352fd-9d8e-4894-82fb-c380a3421b2c,ee050b45-8c17-4d06-ba05-a7f64ed04dab,d65fbcef-02a9-405d-96a6-18d780069671,1104499,2026-06-18,210,90+ Days,Customer
b0d07b75-0dce-4ada-8cd3-83a0ee0537a4,2df9cb4d-3931-42d6-b71e-03529a9850cb,7a221429-c41d-4946-a874-c28ff90bd42f,2000,2026-06-18,144,90+ Days,Customer
75662617-3391-40f7-82a2-b5ef4d24e5aa,2df9cb4d-3931-42d6-b71e-03529a9850cb,c6aa83c6-3a7d-4d2a-9547-ee9f64a656f0,2000,2026-06-18,465,90+ Days,Customer
ecec72d1-56c8-46b9-bd49-116aa29bc845,2df9cb4d-3931-42d6-b71e-03529a9850cb,d9607bb6-7154-46cd-98c0-1ed0effa1452,1970,2026-06-18,158,90+ Days,Customer
d32bf90b-1ff8-4fc0-b4cd-c22e4837b5b3,7048623d-7a72-46d8-957d-95ee5ed6799c,ecfaf62a-889c-4a1a-86e5-ba480a8d4a4b,1920,2026-06-18,186,90+ Days,Customer
c29890a6-2844-4371-9d46-b547ff7f6676,2df9cb4d-3931-42d6-b71e-03529a9850cb,41cb4dae-9942-4b90-b22c-0d42e8a45bb6,1810,2026-06-18,150,90+ Days,Customer
a3afc735-946e-4c1f-8e53-e8f4e7b70814,7048623d-7a72-46d8-957d-95ee5ed6799c,802e59f8-635a-4b3a-9789-c97652e02217,1800,2026-06-18,200,90+ Days,Customer
08dad653-b043-44fb-83a7-03e3909a7504,2df9cb4d-3931-42d6-b71e-03529a9850cb,154fa234-bce4-4755-aa3d-78e73a06cca6,1800,2026-06-18,119,90+ Days,Customer
3b1b2a58-5ec9-4f01-b54c-d607af8c6680,2df9cb4d-3931-42d6-b71e-03529a9850cb,d20ad70f-d25f-415c-9792-589df0f07a92,1800,2026-06-18,132,90+ Days,Customer
5d1d5f4c-8abe-47ae-a744-d7ece2a22b16,2df9cb4d-3931-42d6-b71e-03529a9850cb,61076cb8-9605-48a2-91e7-6b6753cf9156,1800,2026-06-18,155,90+ Days,Customer
ba0373ee-39df-48c9-b6d9-56b864e3f8bf,7278af2d-7018-4d13-bb4d-1b35f4307714,ba5bb710-7dcf-4e5e-9951-a0c8df9353ba,1616000,2026-06-18,129,90+ Days,Customer
eac7e5cc-44c2-410d-ab33-8f080f26ff53,242b18b0-2b6e-4ef6-b311-fa29444b997b,743aec52-95c1-457b-a3bd-c7d1992da7cb,996000,2026-06-18,258,90+ Days,Customer
cea58f91-2962-4c65-a413-1ed3775dd1f1,ef173824-236e-4589-af6a-5bd7edb0e89f,bf038f5e-c33e-459c-9873-24a1edd172e0,559500,2026-06-18,232,90+ Days,Customer
5eed9956-f6c3-4ab2-a062-391dcd70b0bb,4773b1ae-845f-4eba-a64c-a9dbebd5eb47,fb030084-3678-4461-8510-06c3b885df6b,1156250,2026-06-18,688,90+ Days,Customer
3de82b11-e4d0-4195-955a-e47c43118ed8,7278af2d-7018-4d13-bb4d-1b35f4307714,a0954550-7016-489f-aa58-ce4026ac2a88,775290,2026-06-18,174,90+ Days,Customer
73c948b2-8e0b-4601-ad8b-a1216a77ad9b,cb9742f2-b64b-403b-a01c-866e7493f406,e084e943-dc76-42aa-b9a6-26b5d84392f8,981200,2026-06-18,247,90+ Days,Customer
3912aaac-51dd-47a2-97ef-a904c25fca25,2df9cb4d-3931-42d6-b71e-03529a9850cb,172f4891-58f1-401c-8c5b-1fc62bc32667,1800,2026-06-18,76,61-90 Days,Customer
d3d66644-bef8-421a-bf02-88df63478383,2df9cb4d-3931-42d6-b71e-03529a9850cb,2f9ad25c-7875-42a0-8c16-7b4ca0d7d751,1970,2026-06-18,221,90+ Days,Customer
ab43710e-bb01-4ba8-9105-52a039b1a8b5,2df9cb4d-3931-42d6-b71e-03529a9850cb,9fbe88fd-1a83-49ae-876b-71e897854b9f,1930,2026-06-18,184,90+ Days,Customer
c9a412de-40c4-47d1-88b2-225a1f79aba5,e99e6ca5-a4bb-4343-a635-49f04389ca2a,f0310a08-3e04-44f9-ae4c-ddc9eca58f16,1095780,2026-06-18,280,90+ Days,Customer
9fb2ea6f-4d0c-4cc9-bd9d-30d14a96bda5,4981436e-024e-4995-a548-d32aefa7e1e8,ba1e391b-58ca-4ea0-a2f7-848eaabdd2dc,1092000,2026-06-18,472,90+ Days,Customer
41b4ea33-6117-425d-955b-be72bd253312,e5292d40-6064-4169-875d-acf942d10206,f17ddc7a-5de5-476c-a233-90a730f077fc,1084999,2026-06-18,427,90+ Days,Customer
7fd301a5-7c46-4d91-bc71-c347b0f55ed7,f0fcd114-c83c-4557-ab8e-29869eb50b7b,8395348b-f0ef-490c-b357-786a6af23dc1,1070000,2026-06-18,486,90+ Days,Customer
488475a6-881a-4cd2-9605-ea460f08b796,ee050b45-8c17-4d06-ba05-a7f64ed04dab,ea491baf-7dcf-42be-b727-ed38aba2009c,1050750,2026-06-18,214,90+ Days,Customer
0bb9ebb3-1f87-4c66-9347-b18cd9471226,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,e3f723c0-cd36-447e-9d5f-84dbfbc79a8e,1037500,2026-06-18,709,90+ Days,Customer
6bb2bd98-ee4b-478d-9c74-bce5ce694552,99654bf2-99d2-4963-a48f-35d1eacc4352,ed2e27c6-556d-4954-8f1d-70cb8f226ee5,1229999,2026-06-18,203,90+ Days,Customer
e8648bce-17ab-4d62-8517-00b0a8ce7559,42d252ce-09ff-4009-912a-ee9ecb4bac8b,0d5b4587-6b4a-4be3-952e-83071aaaf4ea,1196639,2026-06-18,413,90+ Days,Customer
e604bc10-02d5-4060-966f-103b41863fba,242b18b0-2b6e-4ef6-b311-fa29444b997b,e2754b3c-1a7a-49c6-8c87-a7dfcdfc79bf,1380000,2026-06-18,226,90+ Days,Customer
933eed74-48a5-4d97-996f-6efe9f868ea8,71be3019-2872-4e46-9e8f-941663554ca2,fd5cd6d6-58ba-4cd7-8273-9d5c86aa6359,1333000,2026-06-18,128,90+ Days,Customer
f17244f0-d991-4410-980e-51904c14c5b0,242b18b0-2b6e-4ef6-b311-fa29444b997b,7ae9881e-ef59-49a1-89d8-86852fd9b360,1149000,2026-06-18,234,90+ Days,Customer
2a383980-79ce-49a0-8eeb-6d8f7a202981,42d252ce-09ff-4009-912a-ee9ecb4bac8b,5dcfb430-dc7e-4167-bb79-4bf86916a438,1125000,2026-06-18,532,90+ Days,Customer
f75de2e9-123a-4a5b-81b4-50a683d2d6b1,ee050b45-8c17-4d06-ba05-a7f64ed04dab,9a81f1f3-27a8-4b28-8681-1ffdd44fbd26,1125000,2026-06-18,235,90+ Days,Customer
2c226853-006e-40a4-9d66-6421c9d39a44,7f074738-5a84-4e01-9226-9a0acb1a86d8,82a97fe9-95e1-4e3a-b4a7-d85d883af6d8,1132850,2026-06-18,619,90+ Days,Customer
442df2f1-e7ef-44fc-81ed-414914e6af1c,cf35118b-bee6-44e5-8011-470d64b8d0fc,56c73e90-c7ea-429a-9772-57610b54fc2b,1106250,2026-06-18,247,90+ Days,Customer
ea96acd6-c456-411f-ab61-b90f542b7048,71be3019-2872-4e46-9e8f-941663554ca2,19c7e1a2-506e-41e4-9e12-80615f05f46d,1110000,2026-06-18,552,90+ Days,Customer
84099ef7-18a7-4398-b222-99623dfbfb72,2df9cb4d-3931-42d6-b71e-03529a9850cb,4ba1c233-13b4-4dc0-9876-882fda339c7d,1920,2026-06-18,169,90+ Days,Customer
2959c7a8-f640-4985-abbc-23d33660ce70,4005726e-05f6-4521-b9c6-ca2d73e2961e,c944d520-174c-4d52-b8ef-ca44aaeada84,1900,2026-06-18,352,90+ Days,Customer
21338a16-0c7c-45e0-98ee-7ccf8ec34b65,2df9cb4d-3931-42d6-b71e-03529a9850cb,54a6b1ed-8704-42cd-8bc9-4bad62b74011,1850,2026-06-18,363,90+ Days,Customer
7c840f0c-a7b9-4e51-aeb2-40bddb02ecb0,7048623d-7a72-46d8-957d-95ee5ed6799c,f2cb8018-2136-4807-8849-19ea8fc8eb76,1800,2026-06-18,216,90+ Days,Customer
00d284b6-2d2b-40d6-ad6f-43afe782a1f6,2df9cb4d-3931-42d6-b71e-03529a9850cb,5dd8dc79-eb6e-4985-b8f5-8eb5db5e2d6c,1800,2026-06-18,126,90+ Days,Customer
9c5f1820-0bf7-4990-a234-c8253b63aa2f,2df9cb4d-3931-42d6-b71e-03529a9850cb,d4502393-34c8-4ff7-bd29-7c31fa844fd3,1800,2026-06-18,136,90+ Days,Customer
c91d49eb-b64b-44fc-a751-6248cf68162c,2df9cb4d-3931-42d6-b71e-03529a9850cb,361da6bb-561f-458a-a0ca-f65345360ffc,1800,2026-06-18,149,90+ Days,Customer
4660de80-c7ee-4764-a8a3-903346490d84,2df9cb4d-3931-42d6-b71e-03529a9850cb,5f273a3b-cdaa-4eb8-ac10-fa7ac42a2b38,2100,2026-06-18,64,61-90 Days,Customer
84ccff71-6d8b-4534-aa83-97b72fb35ff5,2df9cb4d-3931-42d6-b71e-03529a9850cb,05cb0c5e-de31-4855-b195-b7913259167f,1900,2026-06-18,745,90+ Days,Customer
02806e37-4b51-4588-acf6-9ad4dc692190,95c5d920-3701-494c-b8ec-568a66ffc4ad,4e9a4ed6-5fe8-41e1-ae13-81babd12d729,322200,2026-06-18,97,90+ Days,Customer
aa7aa9d8-cabb-4ede-aca3-1c42540d5fa9,2df9cb4d-3931-42d6-b71e-03529a9850cb,5defc3ab-9fd8-43d9-af3c-684309624c84,1950,2026-06-18,496,90+ Days,Customer
903055a2-f86e-4269-9af0-46c2a02f4f8d,2df9cb4d-3931-42d6-b71e-03529a9850cb,c8e0c360-c434-4762-995c-4a7a0b849317,1900,2026-06-18,195,90+ Days,Customer
4c12442a-a854-4766-95ef-7c435b8b1be3,2df9cb4d-3931-42d6-b71e-03529a9850cb,06a11a64-9753-4f96-ae86-c402a87ae43d,1850,2026-06-18,395,90+ Days,Customer
37d1cf71-7bde-41ab-b5d7-5cf01284fcea,71be3019-2872-4e46-9e8f-941663554ca2,481dbc79-ed35-4a01-983b-6f1438bb7d2b,1110000,2026-06-18,573,90+ Days,Customer
7ef028b9-7246-4c2c-9945-6a85cee4a585,71be3019-2872-4e46-9e8f-941663554ca2,56fd2521-f2a0-491b-8419-652d74512442,1092900,2026-06-18,515,90+ Days,Customer
54cf19d1-fb7c-4d25-9f9d-695a9cf35118,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,43c15328-daf4-4e6b-b332-df7b011d70ec,1099500,2026-06-18,578,90+ Days,Customer
0b450885-ce9b-4f7c-b890-c3b05e46aab1,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,7ac97f0c-6eac-4095-a257-b9ae76903236,1079250,2026-06-18,470,90+ Days,Customer
6058c769-1040-426d-8f25-602bd0504511,242b18b0-2b6e-4ef6-b311-fa29444b997b,7bf60ca7-477d-483c-95e4-bcfd8a27419d,1078000,2026-06-18,156,90+ Days,Customer
1028d046-fe35-462c-bb27-703d2a5e4d44,9afccd26-29ec-49e6-a7e3-cc474a13274b,ddd3d49f-24c9-4a13-af7c-bc28d387cdb8,1038000,2026-06-18,522,90+ Days,Customer
5b7438fe-e9c7-4aa0-a3be-099f5fe5a740,ee050b45-8c17-4d06-ba05-a7f64ed04dab,6b7dac86-e1d8-480f-be47-e2e28d7ae84e,1049999,2026-06-18,582,90+ Days,Customer
df3efda0-a404-4cb6-ad45-2a600683c81c,ddc6b03a-4a98-439c-bfaf-cb665a6c6c5b,a1d75f0e-7e74-4ccb-b7a4-85b6283c972c,1033387,2026-06-18,534,90+ Days,Customer
5db5f8e2-3f5e-4caa-87b5-9ff5b52e592d,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,1d8531d0-a563-49c5-89ab-cc9dfcf326a5,1010000,2026-06-18,714,90+ Days,Customer
0bdaa25c-08bc-43b6-b2c6-045f93d72c7f,2df9cb4d-3931-42d6-b71e-03529a9850cb,931e9855-de16-4d58-a50b-ca04f653dd72,1800,2026-06-18,126,90+ Days,Customer
50784c1b-7c56-49b3-bc36-7d4ed56971bf,2df9cb4d-3931-42d6-b71e-03529a9850cb,673c50d5-de6a-4490-9915-eedb53ad4d8b,1800,2026-06-18,132,90+ Days,Customer
de6f9780-86d7-475d-8dba-d6bb22d96826,2df9cb4d-3931-42d6-b71e-03529a9850cb,9e0e486b-cb4a-467e-bf29-6e820f4ca6fb,1800,2026-06-18,146,90+ Days,Customer
83707388-abd5-42f6-b67c-dad655898e27,e99e6ca5-a4bb-4343-a635-49f04389ca2a,443a0dd6-693f-4f42-b1a6-e09185927b81,1375824,2026-06-18,220,90+ Days,Customer
77aa108d-43e9-4eb1-b12b-9357437886dc,71be3019-2872-4e46-9e8f-941663554ca2,de36312d-496a-465c-993d-61002908a45c,1156250,2026-06-18,517,90+ Days,Customer
d91dac9a-95f5-4e52-962c-70d3c16bf8ca,2df9cb4d-3931-42d6-b71e-03529a9850cb,341ede92-837b-496d-8159-f1a660a83e8c,10200,2026-06-18,76,61-90 Days,Customer
