id,product_variant_id,quantity,type,reference,reason,created_at,modified_at,modified_by,contract_id
6370bf5a-5153-474d-94fa-fc18b82304b2,d23536f3-0d86-4dcd-934e-9085566d4dc7,25000,Purchase,PO-2026-03-00020||/purchase/bf046614-22be-45ef-b902-ed1e1b53906b/edit,Wheat,2026-03-12 10:52:19.08+00,2026-03-12 10:52:19.097658+00,,
7a75c73e-f5db-4b6c-a432-01d9931f3401,29f97aa5-e538-4261-b69f-6b1a394015c9,500,Purchase,PO-2026-03-00020||/purchase/bf046614-22be-45ef-b902-ed1e1b53906b/edit,Wheat Bardana,2026-03-12 10:52:19.462+00,2026-03-12 10:52:19.471066+00,,
b1ce1a4f-5f2d-4f5f-a0bd-d139d4ed8eeb,d23536f3-0d86-4dcd-934e-9085566d4dc7,11203,Purchase,PO-2026-04-00031||/purchase/9cf27d72-3301-4cff-b540-cfe6af849aba/edit||line:68e2b408-16fe-4c1a-98a7-5fa494431212,Wheat,2026-04-06 18:59:59.999+00,2026-04-09 08:04:27.956608+00,,
9ffd1423-e309-4fe6-91c8-7b73d6d496f2,e560c8fd-332b-48cb-b7de-125a590bcb0c,6560,Production,MO-2026-04-00021||/production/68e340b3-db0a-4942-857f-6106520d8813/edit||fg:c843626c-39d0-4878-9618-35cf2c3f169e,Finished Goods Production,2026-04-03 18:59:59.999+00,2026-04-09 13:45:39.355744+00,,
892e15bf-be92-45fb-9f7a-1d589dc28269,65415ac9-fc97-471a-b17f-1340c7b1b55a,-100,Production,MO-2026-04-00026||/production/3ba861e1-e4de-486a-89fa-6ffc9572d38c/edit||comp:926c83b8-8a1c-4a56-b3da-b16a12eb474e,Component Consumption,2026-04-09 18:59:59.999+00,2026-04-10 11:30:44.561977+00,,
8bb6870a-6e5a-4ec3-aed7-6a5e92beff30,a6707819-7f9c-4968-ad8e-badfec24bef2,-1000,Sale,INV-2026-04-00198||/sales/invoices/d0c0a096-29f2-4426-a986-a7b67de60f43||line:c17b3380-16d5-4775-87de-8520a5408f2c,Al-Qamar Atta(Green) - 20,2026-04-01 19:00:00+00,2026-04-10 12:35:10.739973+00,,
7e054963-fc12-4025-8d49-17fa7f689ab6,e560c8fd-332b-48cb-b7de-125a590bcb0c,-8000,Sale,INV-2026-03-00087||/sales/invoices/16df4f56-f707-44ff-819b-142225fba0f3,Premium Maida - 80,2026-03-09 19:00:00+00,2026-03-12 10:04:28.861823+00,,
3400e236-c635-4bfe-9fa6-6e2afa8cdd63,a6707819-7f9c-4968-ad8e-badfec24bef2,-2000,Sale,INV-2026-03-00065||line:58a6a278-f2bf-4247-94ec-33b4422ae4a7||/sales/invoices/88a8cda0-132f-42d0-b12e-819c7d825aa9,Al-Qamar Atta(Green) - 20,2026-03-06 19:00:00+00,2026-03-14 08:50:41.047316+00,,
8959a97b-4034-4eae-99fd-7aede9d18e32,a6707819-7f9c-4968-ad8e-badfec24bef2,-5000,Sale,INV-2026-03-00066||line:c594f58b-6f97-4289-8a1c-7400ea46e40e||/sales/invoices/cc6301d1-5a53-4677-b93a-b7e88468b4ba,Al-Qamar Atta(Green) - 20,2026-03-06 19:00:00+00,2026-03-14 08:50:41.047316+00,,
d29e0b6a-1439-4936-a8dc-10b9df204fd2,a6707819-7f9c-4968-ad8e-badfec24bef2,20,Conversion,CONV-1773484091561,Stock Conversion (Destination),2026-03-14 10:28:12.56+00,2026-03-14 10:28:12.570596+00,,
09efb578-bf00-408f-a3e9-2885e1081472,e646adf3-e04a-4919-8dd4-d53927f5584b,10,Conversion,CONV-1773484091561,Stock Conversion (Destination),2026-03-14 10:28:12.783+00,2026-03-14 10:28:12.793944+00,,
17742d65-7a7a-4b43-a156-1a98221d6644,d23536f3-0d86-4dcd-934e-9085566d4dc7,54216,Purchase,PO-2026-03-00021||/purchase/8f671348-3d44-49fd-9113-118d495dd1f7/edit||line:f0df6360-a785-47c1-b90f-0925b5a58ade,Wheat,2026-03-16 06:51:21.253+00,2026-03-18 06:51:21.288804+00,,
4e0580a3-f9e2-4965-949f-40fdbaba311c,29f97aa5-e538-4261-b69f-6b1a394015c9,542,Purchase,PO-2026-03-00021||/purchase/8f671348-3d44-49fd-9113-118d495dd1f7/edit||line:fb3ab0e5-bd2f-4c55-9076-bcb38f3fc092,Wheat Bardana,2026-03-16 06:51:21.682+00,2026-03-18 06:51:21.715688+00,,
c3a7b3f8-1294-433b-b843-faea05781b8b,e646adf3-e04a-4919-8dd4-d53927f5584b,1000,Sale Return,SCN-2026-03-00059||/sales/credit-notes/b878bc72-99ad-40d0-8160-86e250a5bc95||line:3fa2d24b-828b-438b-b0be-80c91dda63d4,Customer Return: Returns,2026-03-14 13:06:15.805+00,2026-03-18 13:06:15.83082+00,,
7ac1e6ec-f16e-469b-8771-365baa776e7e,2c981082-c3ab-47b1-99c3-c34fe22ee02c,5600,Adjustment,DELETED: INV-2026-03-00148 (was reversed),Original invoice was deleted on 2026-03-25,2026-03-17 19:00:00+00,2026-03-25 13:26:40.882637+00,04249cb9-eebf-426b-a9a4-e42aa57d2ee7,
33618594-afeb-41d2-87b6-7e90d364315e,e646adf3-e04a-4919-8dd4-d53927f5584b,-10,Sale,INV-2026-03-00174||/sales/invoices/4d67bdba-170a-444c-bd07-85ede94c19cf||line:9aa65af2-5f1e-4d08-a5d8-f74dc9933e92,Al-Qamar Atta(Green) - 10,2026-03-29 19:00:00+00,2026-03-31 04:54:10.378017+00,,
b84b7aaf-8b1b-4918-a652-be490402f9f0,29f97aa5-e538-4261-b69f-6b1a394015c9,113,Purchase,PO-2026-04-00031||/purchase/9cf27d72-3301-4cff-b540-cfe6af849aba/edit||line:b0f73a18-edd9-4162-96b6-c0dc13c7456e,Wheat Bardana,2026-04-06 18:59:59.999+00,2026-04-09 08:04:28.352971+00,,
c3e29b79-6ea7-41ca-871f-0b17de7cee48,d23536f3-0d86-4dcd-934e-9085566d4dc7,-50083,Production,MO-2026-04-00022||/production/07d674b2-efc9-4de7-8117-56277812b90e/edit||comp:f00bef94-ec68-446b-b58a-2f5315f25abc,Component Consumption,2026-04-04 18:59:59.999+00,2026-04-09 13:51:14.289837+00,,
b67f2000-5fd8-4a53-94c2-106cf6b1787f,e560c8fd-332b-48cb-b7de-125a590bcb0c,15600,Production,MO-2026-04-00022||/production/07d674b2-efc9-4de7-8117-56277812b90e/edit||fg:5f3e532d-577c-48a8-a583-e66c1d3492e0,Finished Goods Production,2026-04-04 18:59:59.999+00,2026-04-09 13:51:17.115086+00,,
25c46b6b-e423-4194-896b-b87acc8c9f8b,1066c1db-bbd7-4256-a751-f5cbf463f8a3,12285,Production,MO-2026-04-00022||/production/07d674b2-efc9-4de7-8117-56277812b90e/edit||fg:4491bf23-e33f-4f9a-a4be-0d4bc2775cb4,Finished Goods Production,2026-04-04 18:59:59.999+00,2026-04-09 13:51:18.320603+00,,
1bba9f11-f49a-4d4a-a4e1-ecdb3e3c35f3,8b945707-4cb1-4e34-8d12-92da06120bd2,-94,Production,MO-2026-04-00026||/production/3ba861e1-e4de-486a-89fa-6ffc9572d38c/edit||comp:4fc12aa7-b01b-44be-8d3c-d99d0df8c339,Component Consumption,2026-04-09 18:59:59.999+00,2026-04-10 11:30:44.802982+00,,
00691c40-92f3-4a4a-a317-6d95238fe541,2c981082-c3ab-47b1-99c3-c34fe22ee02c,7520,Production,MO-2026-04-00026||/production/3ba861e1-e4de-486a-89fa-6ffc9572d38c/edit||fg:d7013db4-1c23-42c1-add6-8fd1ab1dfb24,Finished Goods Production,2026-04-09 18:59:59.999+00,2026-04-10 11:30:46.521771+00,,
e9df064a-8f8d-4b00-ab0d-d894c54611d8,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-2250,Sale,INV-2026-04-00198||/sales/invoices/d0c0a096-29f2-4426-a986-a7b67de60f43||line:650645a8-fbe3-4d21-a645-dd44f6afe5d8,Al-Qamar Atta - 15,2026-04-01 19:00:00+00,2026-04-10 12:35:11.006782+00,,
a131a41e-90b1-4540-9d55-79df5207a76e,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-3000,Sale,INV-2026-04-00222||/sales/invoices/d720e2a6-e62e-4351-b0f7-1658984f11a1||line:de5a0c3f-3870-4ea4-8b68-88a8743392e5,Al-Qamar Atta - 15,2026-04-03 19:00:00+00,2026-04-10 14:15:07.53629+00,,
af3d2e6f-41d9-4d68-bf21-242f77ddc530,e560c8fd-332b-48cb-b7de-125a590bcb0c,-12800,Sale,INV-2026-04-00238||/sales/invoices/cd2e1589-dacf-4b90-ab21-f3e1111f350e||line:a82ef1a5-f47f-42c7-ab55-3a1ae3723b61,Premium Maida - 80,2026-04-05 19:00:00+00,2026-04-11 11:00:21.572577+00,,
cf8442c6-fde0-4e16-b6c3-07bdbe50864a,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-3200,Sale,INV-2026-04-00262||/sales/invoices/efe2d77b-9aa2-4c58-bff5-b8014be10d23||line:fb76bd4b-22ae-4811-9b84-21aba60a01dc,Premium Fine - 80,2026-04-07 19:00:00+00,2026-04-11 12:06:54.394438+00,,
909732a9-26f3-4102-af38-234b931f8f78,2c981082-c3ab-47b1-99c3-c34fe22ee02c,2400,Sale Return,SCN-2026-04-00081||/sales/credit-notes/e433cc87-e76a-420b-8c98-8f90c67b8064||line:83fea3b3-edb3-4d5c-9eab-1af57e299199,Customer Return: Returns,2026-04-10 18:59:59.999+00,2026-04-11 13:04:21.390688+00,,
f67cac8d-87a8-478b-b896-4a8ec010ce7b,937ec71e-d35e-4c0a-b48a-7e72d77e86c1,4875,Production,MO-2026-04-00029||/production/1a610fa4-5038-495a-ad24-e7e923319c5c/edit||fg:486a7d23-0d41-48cd-a3f0-a839e2402eb0,Finished Goods Production,2026-04-13 18:59:59.999+00,2026-04-14 06:00:41.621569+00,,
565ff2d7-393b-4ca4-b243-1776dda050bb,a6707819-7f9c-4968-ad8e-badfec24bef2,40,Conversion,CONV-1776253688530,Stock Conversion (Destination),2026-04-15 18:59:59.999+00,2026-04-15 11:48:09.939225+00,,
a7289555-31c4-4d8c-88e7-3e5038535186,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-4500,Sale,INV-2026-04-00318||/sales/invoices/b10e62fd-c938-4b18-93f9-5e20ee0f6f66||line:8ff1a3b5-b324-4818-ab51-9205ac629152,Al-Qamar Atta - 15,2026-04-13 19:00:00+00,2026-04-16 06:49:52.447702+00,,
0474eb2a-cdf3-413b-87f8-310c0b16488a,c8ca813c-e4be-428e-aef8-503eeeb948b7,-33,Conversion,CONV-1776412018860,Packaging for 50,2026-04-17 18:59:59.999+00,2026-04-17 07:46:59.557841+00,,
77251f54-54fa-4505-a5a0-38160093237d,29f97aa5-e538-4261-b69f-6b1a394015c9,250,Purchase,PO-2026-04-00041||/purchase/b79955b0-eabc-4bc1-99d0-c42d679b3f74/edit||line:ea3c437c-91c2-4cf9-bc3b-9f5f7a49113d,Wheat Bardana,2026-04-17 18:59:59.999+00,2026-04-18 05:40:06.577997+00,,
14752d2b-b569-482b-ad23-1586a82c0d9b,29a0bdd8-7ec8-49aa-94e2-3abc24a5fe6d,-245,Production,MO-2026-04-00037||/production/7218ff5e-fdda-4405-b4b8-ca2b2d0cd5a4/edit||comp:e445f830-c9fa-4ba5-8ed3-073873b705bd,Component Consumption,2026-04-22 18:59:59.999+00,2026-04-22 10:10:09.027729+00,,
c1d6169c-731d-4ad1-a96d-3c76fe2750ba,8851e237-ca39-487c-a35f-e28fe711d32c,9950,Production,MO-2026-04-00037||/production/7218ff5e-fdda-4405-b4b8-ca2b2d0cd5a4/edit||fg:c8e68834-78f5-409c-8191-a907bba8e0a4,Finished Goods Production,2026-04-22 18:59:59.999+00,2026-04-22 10:10:10.739777+00,,
cb6eeee9-2a0e-4266-9b69-d163916ea513,c6b76b35-74b4-4b7d-aa4d-e473698b2f81,40,Production,MO-2026-04-00037||/production/7218ff5e-fdda-4405-b4b8-ca2b2d0cd5a4/edit||fg:cc29cda1-8f6b-400e-82c3-0fadf2432555,Finished Goods Production,2026-04-22 18:59:59.999+00,2026-04-22 10:10:11.759741+00,,
0bcf27be-bbc7-46cf-8145-24872f03354f,c6b76b35-74b4-4b7d-aa4d-e473698b2f81,-20,Conversion,CONV-1776949668821,Stock Conversion (Source),2026-04-23 18:59:59.999+00,2026-04-23 13:07:49.065428+00,,
0fe50a9b-9620-42f7-9947-2aee0c3a798d,1066c1db-bbd7-4256-a751-f5cbf463f8a3,15,Conversion,CONV-1776949668821,Stock Conversion (Destination),2026-04-23 18:59:59.999+00,2026-04-23 13:07:49.426679+00,,
178a3230-fbf8-457b-a257-e706edba8f17,d23536f3-0d86-4dcd-934e-9085566d4dc7,33650.1,Purchase,PO-2026-04-00045||/purchase/7b769a1f-5d8a-48b5-83ac-9ec06bd6c880/edit||line:39f8dbc5-ac77-40e2-9664-33074ba51a9a,Wheat,2026-04-20 18:59:59.999+00,2026-04-24 12:21:05.566264+00,,
62758fe9-6216-4275-bf78-8a74eceba308,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-450,Sale,INV-2026-04-00375||/sales/invoices/d78b3938-38b9-44f4-b82a-e75066d910fc||line:fc1dbd3a-a0d2-44a9-a9e6-b409dc184806,Al-Qamar Atta - 15,2026-04-19 19:00:00+00,2026-04-25 05:17:08.276623+00,,
62f00452-5fed-4990-88a5-db5cf3990fd9,c6b76b35-74b4-4b7d-aa4d-e473698b2f81,-40,Sale,INV-2026-04-00385||/sales/invoices/2cd0f0de-8ed9-44e3-9655-72c00acd796d||line:4a923dd3-080a-42af-8df8-ddb3af988857,Al-Qamar Atta - 20,2026-04-24 19:00:00+00,2026-04-27 05:43:50.478257+00,,
db2ab78f-f773-4f6f-8e87-872c9d08c8d9,8b945707-4cb1-4e34-8d12-92da06120bd2,-60,Production,MO-2026-04-00042||/production/2fe021e0-e499-4425-b821-f3a3cdb49f3c/edit||comp:2808c641-dc8e-4f61-951f-e597d727b264,Component Consumption,2026-04-28 18:59:59.999+00,2026-04-28 12:16:59.321182+00,,
c8fdebeb-ecbd-411f-b193-1a2d1cac9564,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-2250,Sale,INV-2026-04-00393||/sales/invoices/3b576f53-b944-46a2-a04d-64816b88fafd||line:d9fa5996-6cd7-4147-81d5-652148ab38c3,Al-Qamar Atta - 15,2026-04-26 19:00:00+00,2026-04-29 15:35:34.510202+00,,
1217389b-38f9-4e02-b244-7a7cf2c46fbe,8851e237-ca39-487c-a35f-e28fe711d32c,850,Sale Return,SCN-2026-04-00098||/sales/credit-notes/8debc1b0-312d-40d3-a4ae-72727759ac13||line:8731c1a3-1b67-42b6-8ef7-13d0296bacef,Customer Return: Returns,2026-04-30 18:59:59.999+00,2026-04-30 09:32:58.522323+00,,
3912fdb7-247c-4adc-bedc-a2fd6d6e3be3,a6707819-7f9c-4968-ad8e-badfec24bef2,80,Adjustment,Manual Adjustment (Back-dated),Adjustment,2026-05-01 18:59:59.999+00,2026-05-01 05:13:15.682592+00,,
3303ef84-2734-4350-8db6-d30a203e76d8,5ffd5921-5ad2-4d30-b598-4337f1a39464,-1800,Sale,INV-2026-03-00067||line:8beedf6f-423c-49b4-be75-07c33f78f463||/sales/invoices/391d920c-b427-474f-922f-5b58f48c3dfe,Premium Atta - 20,2026-03-06 19:00:00+00,2026-03-14 08:50:41.047316+00,,
3414406c-7cc1-4af0-99e1-aa1c7befd054,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-800,Sale,INV-2026-03-00067||line:353b7d76-1c2b-42c3-b94b-a679bbb720c8||/sales/invoices/391d920c-b427-474f-922f-5b58f48c3dfe,Premium Fine - 80,2026-03-06 19:00:00+00,2026-03-14 08:50:41.047316+00,,
00e7f8bd-3ce4-4736-b052-0b57351cb2ec,2c981082-c3ab-47b1-99c3-c34fe22ee02c,2000,Adjustment,Rev: INV-2026-03-00026||/sales/invoices/3b30a9a3-3032-40f8-95e0-e2d618e25c23,Invoice Reset to Draft (Sale Reversed),2026-03-01 19:00:00+00,2026-03-14 10:55:09.756619+00,,
dcf8d68f-9583-4f79-85c0-568b6758f7b7,e560c8fd-332b-48cb-b7de-125a590bcb0c,3200,Adjustment,Rev: INV-2026-03-00026||/sales/invoices/3b30a9a3-3032-40f8-95e0-e2d618e25c23,Invoice Reset to Draft (Sale Reversed),2026-03-01 19:00:00+00,2026-03-14 10:55:10.003661+00,,
7b8e5aae-a419-4feb-ab9c-b60644a6af53,d23536f3-0d86-4dcd-934e-9085566d4dc7,-21790,Production,MO-2026-03-00017||/production/b321269f-b397-4e0d-875a-86fa867b9f57/edit||comp:67720fdd-5bff-457b-99ad-bcdc77a5a454,Component Consumption,2026-03-17 06:56:32.125+00,2026-03-18 06:56:32.149821+00,,
6ebf6bb2-c10d-46cc-b95a-864dae1a5d40,5ffd5921-5ad2-4d30-b598-4337f1a39464,5000,Production,MO-2026-03-00017||/production/b321269f-b397-4e0d-875a-86fa867b9f57/edit||fg:6c4e5cb9-213b-4347-bcf9-e096e3785537,Finished Goods Production,2026-03-17 06:56:36.931+00,2026-03-18 06:56:36.954358+00,,
d04936f2-732c-4cf9-9579-9aa2b228dac5,a6707819-7f9c-4968-ad8e-badfec24bef2,2600,Sale Return,SCN-2026-03-00059||/sales/credit-notes/b878bc72-99ad-40d0-8160-86e250a5bc95||line:f1d9c7a5-2a39-4c48-916b-d9cae3703c98,Customer Return: Returns,2026-03-14 13:06:16.115+00,2026-03-18 13:06:16.134968+00,,
adc6f7d3-93b5-408d-b68d-583b43e13bf8,8851e237-ca39-487c-a35f-e28fe711d32c,-3500,Sale,INV-2026-03-00161||/sales/invoices/00904220-244c-4300-8d49-845d09ec9f74||line:cd020c8a-fa4d-46db-8990-3afe44959388,Premium Maida - 50,2026-03-17 19:00:00+00,2026-03-25 13:28:00.261136+00,,
bcf15d51-daeb-49ed-b225-ac4b818a20a6,e646adf3-e04a-4919-8dd4-d53927f5584b,-500,Sale,INV-2026-03-00175||/sales/invoices/9c23f01a-a774-4132-8dc2-691075342c68||line:2b51df30-ab48-42c3-8114-d52293c51960,Al-Qamar Atta(Green) - 10,2026-03-29 19:00:00+00,2026-03-31 04:55:35.442181+00,,
39337aff-35f2-4b2b-a890-6fb1c0e10997,d23536f3-0d86-4dcd-934e-9085566d4dc7,36192,Purchase,PO-2026-04-00032||/purchase/c5c45f89-352b-4338-9ecb-5adcb8f25498/edit||line:1da612bc-be31-4d2e-aa8c-4839d6c9b057,Wheat,2026-04-07 18:59:59.999+00,2026-04-09 09:39:44.119992+00,,
ebf63e74-37cf-4b8c-b2d0-4d85b6bb91f6,da5c9701-b165-4fcf-85ac-7d8abfba8e6b,-282,Production,MO-2026-04-00022||/production/07d674b2-efc9-4de7-8117-56277812b90e/edit||comp:4ee521ce-7046-4ee0-82ea-352a2ebb8e23,Component Consumption,2026-04-04 18:59:59.999+00,2026-04-09 13:51:14.637237+00,,
c0b5ce34-222d-45f7-adf7-168a1477a893,769513cc-c70d-41c0-9bb6-99b480841b4f,-877,Production,MO-2026-04-00026||/production/3ba861e1-e4de-486a-89fa-6ffc9572d38c/edit||comp:1aca2e1a-aad3-46a2-9a3f-fae6d313cbdb,Component Consumption,2026-04-09 18:59:59.999+00,2026-04-10 11:30:45.057808+00,,
03e497c1-cb04-4cca-9742-da0b3c64e3ac,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-3750,Sale,INV-2026-04-00199||/sales/invoices/b3286653-b449-4c5e-9e0c-1962c37ce381||line:905852da-fbc6-4e65-bf87-334be31a6d4f,Al-Qamar Atta - 15,2026-04-01 19:00:00+00,2026-04-10 12:37:22.910168+00,,
b9baff28-506b-45c5-a827-0cb08e7471c0,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-2000,Sale,INV-2026-04-00199||/sales/invoices/b3286653-b449-4c5e-9e0c-1962c37ce381||line:e2318f84-8c9a-4c45-9d46-e34dc327d652,Premium Fine - 80,2026-04-01 19:00:00+00,2026-04-10 12:37:23.41303+00,,
64e56348-a90e-4424-a1db-d6364db40c82,937ec71e-d35e-4c0a-b48a-7e72d77e86c1,-1500,Sale,INV-2026-04-00223||/sales/invoices/5c5cd34b-6661-44b0-b8ab-8e147f5cbfc7||line:e0550438-717c-4a74-ace8-3af47edc1657,Al-Qamar Atta(Silver) - 15,2026-04-03 19:00:00+00,2026-04-10 14:17:26.253139+00,,
4471d534-f7ac-4523-8b51-e44efbc95639,d9964e90-72ce-482b-8a17-7651628e223e,-80,Sale,INV-2026-04-00239||/sales/invoices/55263633-8fed-47f9-b08a-c578bf7601e4||line:1a7ed9c6-eb82-49cb-b328-e1497e9e4974,Refraction (Mamni) - Standard,2026-04-05 19:00:00+00,2026-04-11 11:02:12.70833+00,,
4850f668-2bae-47db-9524-efd5b0bbe0d2,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-1440,Sale,INV-2026-04-00263||/sales/invoices/1b72fd5d-84dd-4634-9782-29eb8f294cd0||line:6f7afef7-9dcf-4903-980e-749749e3b299,Premium Fine - 80,2026-04-07 19:00:00+00,2026-04-11 12:07:53.801601+00,,
494833b1-78f2-48af-96be-40cc546b0e75,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-2400,Adjustment,Rev: SCN-2026-04-00081||/sales/credit-notes/e433cc87-e76a-420b-8c98-8f90c67b8064,Sales Credit Note Reset to Draft,2026-04-10 18:59:59.999+00,2026-04-11 13:04:56.63754+00,,
96d5d357-5e36-4643-bd96-08859f746731,8851e237-ca39-487c-a35f-e28fe711d32c,-5000,Sale,INV-2026-04-00302||/sales/invoices/a821322b-d265-4a9f-98e1-7584e265b2a5||line:7c3d8b06-40b9-4bb1-b2f8-75c7139359ec,Premium Maida - 50,2026-04-10 19:00:00+00,2026-04-14 11:06:48.502913+00,,
a6bb807a-feba-4791-99a8-d942ef328a86,085c173e-052c-4022-8a90-be5c0ba7b627,-10,Conversion,CONV-1776253814925,Stock Conversion (Source),2026-04-15 18:59:59.999+00,2026-04-15 11:50:15.508871+00,,
16a9233a-f3e4-419d-af80-1cdf68d96f67,a6707819-7f9c-4968-ad8e-badfec24bef2,480,Conversion,CONV-1776253851404,Stock Conversion (Destination),2026-04-15 18:59:59.999+00,2026-04-15 11:50:53.326454+00,,
c03b8ffd-450a-40fc-84ad-9e66ea4c198e,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-2000,Sale,INV-2026-04-00318||/sales/invoices/b10e62fd-c938-4b18-93f9-5e20ee0f6f66||line:f9dbf8cc-6d2a-474c-a172-f44f520d474f,Premium Fine - 80,2026-04-13 19:00:00+00,2026-04-16 06:49:52.787266+00,,
a628b823-9d95-470d-a98e-04b420031a1a,a6707819-7f9c-4968-ad8e-badfec24bef2,-20,Sale,INV-2026-04-00333||/sales/invoices/a7c58bc4-de8b-4e69-9a0b-9df87a9ea311||line:f51ae097-b950-4a8d-806f-8776327ec182,Al-Qamar Atta(Green) - 20,2026-04-13 19:00:00+00,2026-04-17 10:56:10.56607+00,,
912b6564-6207-4468-ae2b-9a39bd48c112,d23536f3-0d86-4dcd-934e-9085566d4dc7,124.8,Purchase,PO-2026-04-00041||/purchase/b79955b0-eabc-4bc1-99d0-c42d679b3f74/edit||line:9d88bae8-4719-4558-b4a4-a15da1f1ce5f,Wheat - Kaat,2026-04-17 18:59:59.999+00,2026-04-18 05:40:06.949466+00,,
a9aa3117-3292-460f-aec4-78769449f5fc,a40b07a6-2948-489d-8dec-5e206ba38989,-55,Production,MO-2026-04-00037||/production/7218ff5e-fdda-4405-b4b8-ca2b2d0cd5a4/edit||comp:4db00650-eb10-436b-bbe1-d9ea4c12803a,Component Consumption,2026-04-22 18:59:59.999+00,2026-04-22 10:10:09.301007+00,,
7c61c076-2357-4ba5-a606-33fdbfd3add6,a40b07a6-2948-489d-8dec-5e206ba38989,-1,Conversion,CONV-1776949668821,Packaging for 15,2026-04-23 18:59:59.999+00,2026-04-23 13:07:49.340464+00,,
dcc8e398-0fe2-49b9-8653-f2c139edb268,d23536f3-0d86-4dcd-934e-9085566d4dc7,339.9,Purchase,PO-2026-04-00045||/purchase/7b769a1f-5d8a-48b5-83ac-9ec06bd6c880/edit||line:c31d66e8-bba3-4fb5-9870-aaa08b784447,Wheat - Kaat,2026-04-20 18:59:59.999+00,2026-04-24 12:21:06.03764+00,,
d7226836-137b-4b76-9577-bd3f4ea986cb,8851e237-ca39-487c-a35f-e28fe711d32c,-50,Sale,INV-2026-04-00376||/sales/invoices/fdb1b3bc-b423-4f9d-95ad-a731e7531bf5||line:cd9828af-d532-4dd1-a590-a8abcfb0feb5,Premium Maida - 50,2026-04-19 19:00:00+00,2026-04-25 05:18:30.072716+00,,
67dfdbb1-0289-452b-bf42-26ce7cb29822,3fbbd2fb-4cd6-40e6-8856-26ef2c823bc5,-4080,Sale,INV-2026-04-00386||/sales/invoices/85252fca-89c5-40e8-a13a-c4e85fe7e3e2||line:dd9d2099-f632-4f21-a89c-8014d8ac8f69,Premium Atta - 15,2026-04-26 19:00:00+00,2026-04-27 05:48:43.385233+00,,
daf06796-0ce3-4101-9d61-15ae5a9a685c,65415ac9-fc97-471a-b17f-1340c7b1b55a,-119,Production,MO-2026-04-00042||/production/2fe021e0-e499-4425-b821-f3a3cdb49f3c/edit||comp:139c8d1c-9c2f-4dc1-9ed7-7d7255fbd674,Component Consumption,2026-04-28 18:59:59.999+00,2026-04-28 12:16:59.480063+00,,
373e58d3-5970-408c-9a2e-07d616efb385,93765798-ca54-496a-94c6-bb4f273bfe27,-1764,Sale,INV-2026-04-00393||/sales/invoices/3b576f53-b944-46a2-a04d-64816b88fafd||line:c336c205-d250-49e1-bacf-1be6c50f2588,Premium Atta - 49,2026-04-26 19:00:00+00,2026-04-29 15:35:34.846841+00,,
51d2ff76-88bc-4c65-a084-18fe0bf968be,29a0bdd8-7ec8-49aa-94e2-3abc24a5fe6d,-115,Conversion,CONV-1777545309844,Stock Conversion (Source),2026-04-30 18:59:59.999+00,2026-04-30 10:35:10.189321+00,,
e7dc73b3-60d0-472e-89e0-4c5090d08d17,d383d741-fa61-4537-9ef9-7fb74115ded0,-400,Sale,INV-2026-04-00403||/sales/invoices/f9f0e9f5-d266-4cc2-91b4-d0984dc909f6||line:825e3a4b-635b-46ac-89e3-3909b95bf8d0,Bardana Premium Atta - 15,2026-04-26 19:00:00+00,2026-04-30 15:07:25.780697+00,,
2668a1c5-03e3-4bf8-8519-a9158a78fe92,6e324c36-0f63-44fc-96d4-171f158706cb,-450,Sale,INV-2026-04-00414||/sales/invoices/cf5142db-f9bc-452a-96a3-870397913a3a||line:d86b9bb4-de40-49e3-bd34-efad0377ba24,Premium Bran - 30,2026-04-29 19:00:00+00,2026-04-30 15:57:03.913971+00,,
f7765fd9-1026-463d-ba14-b2d6c94aa02e,396eef73-791a-465c-ae17-b78505b08d5f,830,Adjustment,Rev: INV-2026-04-00412||/sales/invoices/9a286515-6ba1-4213-8c8e-beb0f6e316cf,Invoice Reset to Draft (Sale Reversed),2026-04-24 19:00:00+00,2026-04-30 17:08:45.205277+00,,
219f7e4a-0c60-48a2-94fc-dbfff7c47c41,a6707819-7f9c-4968-ad8e-badfec24bef2,-3000,Sale,INV-2026-04-00377||/sales/invoices/ba850929-9214-4e01-bb60-d77580790be6||line:d0849b32-8411-4822-a8d0-db0b89418e03,Al-Qamar Atta(Green) - 20,2026-04-05 19:00:00+00,2026-05-01 05:15:18.001817+00,,
2df53cd8-74f4-430d-bca1-b60e69d1c618,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-2000,Sale,INV-2026-03-00068||line:6e20abed-923a-4a38-9249-d60227be2105||/sales/invoices/7a240055-f33d-405f-8198-012226470e46,Premium Fine - 80,2026-03-06 19:00:00+00,2026-03-14 08:50:41.047316+00,,
